!	AVD;NA;CARDA;ADJA;APPR;--;DIA;FM
!?	VMFIN;PPER;PG;VAFIN;VVPP;VVFIN
%.kleidet	VVIMP
buoseme	NA
buosemen	NA
buosemn	NA
buoz	NA
buoze	NA
buozen	NA;VVINF
buozte	VVFIN
buozten	VVFIN
buozwirdic	ADJD
buozwirdiges	ADJA
burc	NA
burcbanne	NA
burcgenôzen	NA
burcgraben	NA
burcgrâve	NA
burcgrâven	NA
burcgrâvenambet	NA
burcgrâveschaf	NA
burcgræve	NA
burcgræven	NA
burcgrævinne	NA
burcgrævîn	NA
burchagen	NA
burcherre	NA
burcküninge	NA
burcliute	NA
burclêhen	NA
burclêhene	NA
burclêhenen	NA
burclîche	ADJA
burclîchen	ADJA
burcman	NA
burcmanne	NA
burcmannen	NA
burcmannes	NA
burcmæzen	ADJA
burcmûre	NA
burcmûren	NA
burcpforten	NA
burcporte	NA
burcporten	NA
burcreht	NA
burcrehte	NA
burcrehtes	NA
burcschaft	NA
burcscheffel	NA
burcsez	NA
burcstat	NA
burcstete	NA
burctor	NA
burctore	NA
burctores	NA
burcveste	NA
burcvride	NA
burcvriden	NA
burcvuore	NA
burcvôt	NA
burcwahtele	NA
burcwere	NA
burdieren	NA
burdûz	NA
burge	NA
burgemeistere	NA
burgen	VVFIN
burger	NA
burgere	NA
burgeremeister	NA
burgeremeistere	NA
burgeren	NA
burgerinnen	NA
burgermeister	NA
burgermeistere	NA
burgermeistær	NA
burgermeistærs	NA
burgern	NA
burgerreht	NA
burgers	NA
burggraben	NA
burggrâve	NA
burggrâven	NA
burggræve	NA
burggræven	NA
burgvriden	NA
burgær	NA
burgære	NA
burgæremeister	NA
burgæremeistere	NA
burgæren	NA
burgæres	NA
burgærinne	NA
burgærn	NA
burgærs	NA
burgærîn	NA
burlîchen	VVFIN
burne	NA;VVFIN
burnen	NA;VVFIN;VVINF
burnende	NA;ADJA
burnenne	NA
burnente	VVPS;ADJA
burnentem	ADJA
burnenten	ADJA
burnenter	ADJA
burnentic	ADJA
burnet	VVFIN
bursten	NA
burt	NA
busch	NA
busche	NA
buschen	NA
busches	NA
buschn	NA
buschæhe	NA
busîne	NA
busînen	NA
busûne	NA
busûnen	NA
busûnierente	VVPS
bute	VVFIN
buten	VVFIN
butent	VVFIN
butere	NA
buteren	NA
buterich	NA
buteriche	NA
butern	NA
buterwegge	NA
butiglære	NA
butze	NA
buwen	VVFIN
buweten	VVFIN
buzine	--
bysso	NA
byssus	NA
bÈrillus*	NA
bâben	NA
bâbes	NA
bâbese	NA
bâbesen	NA
bâbeses	NA
bâbest	NA
bâbeste	NA
bâbesten	NA
bâbestes	NA
bâbestlîchen	ADJA
bâbestuome	NA
bâc	NA
bâge	NA
bâgen	NA;VVINF
bâgente	VVPS
bâges	NA
bâget	VVFIN
bâgeten	VVFIN
bâht	NA
bâhte	NA
bâr	NA
bâre	NA
bâren	VVINF;NA;VVFIN
bârtuoch	NA
bâruc	NA
bâruckes	NA
bâten	VVFIN
bâtent	VVFIN
bärlîche	AVD
bärme	NA
bärmen	NA
bæbestlîcher	ADJA
bæhe	VVIMP
bæhen	VVINF
bæheten	VVFIN
bære	VVFIN
bæren	VVINF;VVFIN
bæric	ADJD
bæricvolle	ADJD
bærigen	ADJA
bærlîche	AVD
bærlîchen	AVD
bæte	VVFIN
bæten	VVFIN
bætent	VVFIN
bêde	DIA;DID
bêden	DIA
bêder	DIA
bêl	ADJD;ADJA
bêle	ADJA
bêlen	ADJA
bêr	NA
bêre	NA
bêryllus	NA
bêâer	ADJA
bî	PAVD;AVD;NA;PAVAP;APPR;PTKVZ
bîbrôt	NA
bîbôz	NA
bîdaz	KO*
bîe	NA
bîen	NA
bîgen	NA
bîgerihte	NA
bîgihte	NA
bîht	NA
bîhte	NA;VVIMP;VVFIN
bîhten	NA;VVFIN;VVINF
bîhtenne	NA
bîhtent	VVIMP;VVFIN
bîhtet	VVIMP;VVFIN
bîhtic	ADJD
bîhtigær	NA
bîhtigære	NA
bîhtigæren	NA
bîhtigærn	NA
bîhtigærs	NA
bîhtær	NA
bîhtære	NA
bîhtæren	NA
bîhtæres	NA
bîhtærn	NA
bîhtærs	NA
bîl	NA
bîlande	NA
bîlanden	NA
bîle	NA
bîlent	VVFIN
bîlich	ADJD
bîmenden	NA
bîmendene	NA
bîminze	NA
bîminzen	NA
bîn	NA;VAFIN
bînamen	AVD
bînvazze	NA
bîsande	NA
bîsanden	NA
bîsant	NA
bîsantinge	NA
bîsantn	NA
bîschaft	NA
bîspel	NA
bîspelle	NA
bîspellen	NA
bîsprâche	NA
bîsîn	NA
bît	NA;VVIMP
bîte	VVIMP;VVFIN
bîten	VVINF;NA;VVFIN
bîtene	NA
bîtent	VVIMP;VVFIN
bîtente	VVPS
bîtes	VVFIN
bîtest	VVFIN
bîtet	VVIMP;VVFIN
bîtete	VVFIN
bîteten	VVFIN
bîtunge	NA
bîwesene	NA
bîwesenes	NA
bîwonunge	NA
bîwîlen	AVD
bîwîlent	AVD
bîwîln	AVD
bîze	VVFIN
bîzen	VVINF;NA;VVFIN
bîzene	NA
bîzent	VVFIN
bîzet	VVFIN
bîziclîcheme	ADJA
bône	NA
bônen	NA
bônît	NA
bôse	ADJA
bôset	VVFIN
bôsheit	NA
bôsheite	NA
bôsheiten	NA
bôt	VVFIN
bôz	NA
bôzelt	VVFIN
bôzen	VVINF
bôzenne	NA
bôzete	VVFIN
böckelîn	NA
böllîn	ADJA
böuge	VVIMP;VVFIN
böugenne	NA
böugent	VVFIN
böuget	VVFIN
böugete	VVFIN
bû	NA
bûch	NA
bûche	NA
bûches	NA
bûhaft	ADJD
bûhurde	NA
bûhurdieren	VVINF
bûhurdierenes	NA
bûhurt	NA
bûhurte	NA
bûliute	NA
bûliuten	NA
bûlslac	NA
bûlslege	NA
bûlslegen	NA
bûman	NA
bûmanne	NA
bûmannes	NA
bûmeister	NA
bûmeistern	NA
bûrdierete	VVFIN
bûreht	NA
bûsch	NA
bûteilunge	NA
bûw	NA;VVIMP
bûwe	NA;VVIMP;VVFIN
bûwede	NA
bûwen	VVINF;NA;VVFIN
bûwenden	ADJS
bûwendiu	ADJS
bûwene	NA
bûwenes	NA
bûwenne	NA
bûwent	VVFIN
bûwentere	ADJA
bûwentez	ADJA
bûwes	NA;VVFIN
bûwest	VVFIN
bûwet	VVFIN
bûwete	VVFIN
bûweten	VVFIN
bûwetes	VVFIN
bûwmeister	NA
bûwte	VVFIN
bûwten	VVFIN
bûwunge	NA
bûwungen	NA
bûwæren	NA
bûze	NA
bûzen	PAVAP;APPR;AVD;NA
bûzent	VVFIN
bücke	VVIMP
bücken	VVINF
bückete	VVFIN
bückîn	ADJA
büeche	VVFIN
büechel	NA
büecher	NA
büechere	NA
büecheren	NA
büechern	NA
büechînen	ADJA
büege	NA
büegeten	VVFIN
büeze	VVIMP;VVFIN
büezen	VVINF;NA;VVFIN
büezene	NA
büezenne	NA
büezent	VVFIN
büezente	VVPS
büezes	VVFIN
büezest	VVFIN
büezet	VVIMP;VVFIN
büezære	NA
büge	VVFIN
bühel	NA
bühele	NA
bühelen	NA
büheln	NA
bühse	NA
bühsen	NA
bünde	VVFIN
bündel	NA
bündellîn	NA
bünden	NA
büne	NA
büntnissebrief	NA
büntnusse	NA
bürde	NA
bürden	NA
bürdene	NA
büre	VVIMP
büren	VVINF;VVFIN
bürente	ADJS
büret	VVFIN
bürete	VVFIN
büreten	VVFIN
bürge	NA;VVFIN
bürgel	NA
bürgele	NA
bürgen	NA;VVINF
bürges	VVFIN
bürgeschaf	NA
bürgeschaft	NA
bürgeschefte	NA
bürgete	VVFIN
bürgeten	VVFIN
bürgetor	NA
bürgetore	NA
bürgezuht	NA
bürnenten	ADJA
bürsten	NA
bürtic	ADJD
büsche	NA
büschelmanne	NA;NE
büte	NA;VVFIN
bütel	NA
bütelambet	NA
bütele	NA
bütelhuobe	NA
büten	NA
bütze	NA
c	NA
cacumina	NA
cades	FM
caducis	ADJA
cadunt	FM
caecus	FM
caelesti	ADJA
caelestibus	NA;ADJA
caelestis	ADJA;FM
caelestium	NA;ADJA
caelestî	ADJA
caeli	NA
caelis	NA
caelo	NA
caelorum	NA
caelos	FM
caelum	NA;FM
calcedonie	NA
calcedonius	NA
calcedônius	NA
calcedônje	NA
calendae	FM
caleus	NA
calix	NA
camelum	FM
camino	NA
campania	FM
campaniae	FM
canales	NA
canalibus	NA
cananischen	ADJA
cancelli	NA
cancer	NA
candelabra	FM
candidae	ADJA
candidam	ADJA
candidus	ADJA
candor	NA
candore	NA
candorem	NA
canibus	NA;FM
canoniziere	NA;VVFIN
canonizieret	VVPP
canonizierte	VVFIN
canore	NA
cantabimus	FM
cantet	FM
cantetur	VVFIN
cantica	NA;FM
canticis	NA;FM
canticorum	NA;FM
canticum	FM
cantilenis	NA
canês	FM
capax	FM
capienda	ADJA
capiendos	FM
capit	FM
capitalium	ADJA
capite	NA;FM
capitis	NA
capitolio	NA
capitulum	NA
capra	NA
caprea	NA;FM
capreae	NA;FM
capream	NA
capturam	FM
caput	FM
caradrius	FM
carbunculus	NA
cardinales	FM
carens	ADJA
carissimi	FM
caritas	NA;FM
caritate	NA;FM
caritatem	NA;FM
caritatis	NA
carnalibus	ADJA
carnalis	ADJA
carnaliter	AVD
carne	NA
carnem	NA
carnes	NA
carnis	NA
caro	NA;FM
casei	NA
caseos	NA
casia	NA
castae	ADJA
casti	ADJA
castigatione	NA
castitas	NA
castitate	NA
castitatem	NA
castor	FM
castra	NA
casula	FM
catelli	FM
cathartica	ADJA
cathedra	FM
catholica	ADJA
catholicae	ADJA
catholicam	ADJA
cecidit	FM
cedrinas	ADJA
cedros	FM
cedrus	NA;FM
celeritate	NA
celi	FM
celis	FM
cella	NA
cellam	NA
celo	FM
celorum	FM
celos	FM
celsitudine	NA
celum	FM
cenaculum	NA
cenam	FM
centauriae	NA
centum	CARDA
centuplum	FM
centurio	NA;FM
centurionem	NA
centurioni	NA
centurionis	NA
ceperunt	FM
certamine	NA
certos	ADJA
ceruus	FM
cervorum	FM
cervos	FM
cerws	FM
cesare	NA
cesaria	FM
cessacie	NA
cetera	ADJA;FM
ceteri	DIA
ceteris	ADJA
cezzen	VVPP
chamo	FM
chananaea	FM
chananeus	NE
cherubin	NA
cherubîn	NA
choros	NA
chorus	NA
christianam	ADJA
christiani	NA;ADJA
chronicîs	NA
ciborum	FM
cibos	NA;FM
cibum	NA
cibus	NA
cicero	--
ciclâte	NA
cicuta	NA
cinamomi	NA
cinerem	FM
cingulum	NA
cinis	FM
cinnamomum	NA
cinnamum	NA
ciplîne	NA
circuit	FM
circuitu	FM
circulo	NA
circumcideretur	FM
circumcido	VVIMP
circumcidunt	VVFIN
circumcisio	NA;FM
circumcisione	FM
circumcisionem	NA
circumcisionis	NA
circumcisus	FM
circumdabit	FM
circumdantibus	FM
circumdati	FM
circumdatus	FM
circumdederunt	FM
circumdedisti	FM
circumdedit	FM
cisternam	NA
cito	AVD
cives	NA
civitas	FM
civitatae	FM
civitate	FM
civitatem	NA;FM
civitatibus	FM
civitatis	NA
clamabat	FM
clamabo	FM
clamantes	FM
clamarem	FM
clamat	FM
clamaverun_t	VVFIN
clamavi	FM
clari	ADJA
claritas	NA
claritate	NA
claritatis	FM
clauditur	VVFIN
claudus	FM
clausa	FM
clavi	NA
clavorum	NA
clemens	ADJA
clementiam	FM
cleri	FM
cleros	NA
clerus	NA
climata	NA
clipeo	NA
coartatam	FM
coccum	FM
coccus	NA
coelestes	FM
coelestis	FM
coelis	NA
coelo	FM
coetu	NA
cogitatione	NA
cogitationes	NA;FM
cognitio	NA
cognitum	FM
cognosco	VVFIN
cognovit	FM
cohaereant	VVFIN
cohaerent	VVFIN
coheres	NA
colaphos	NA
colera	NA
colerica	NA
colimus	FM
collata	FM
collaterales	FM
collation	NA
collationes	FM
collectam	FM
collecte	NA
collecten	NA
collectica	ADJA
colles	NA
collobio	FM
collocando	FM
collocet	FM
collum	NA
collâcien	NA
collâtiones	NA
colore	NA
colorem	NA
coloris	NA
colris	NA
colrîs	NA
columbam	NA
columbinam	ADJA
columnas	NA
colunt	VVFIN
comes	NA
cometa	NA;FM
commemoratio	NA
commendacien	NA
commendantes	FM
commendare	FM
commendissen	NA
commendo	FM
comminuet	FM
comminuunt	VVFIN
commodat	FM
commonefaciam	VVFIN
commorantium	FM
commovebet	FM
communio	FM
communioni	NA
communis	FM
comnioni	NA
compacta	FM
comparatur	VVFIN
compassionem	NA
compati	FM
compatiendo	FM
complacui	VVFIN
complenden	NA
complerentur	FM
complerentvr	FM
complêt	NA
complête	NA
complêten	NA
compos	ADJA
comprehendere	FM
compuncta	FM
compunctione	NA
concedas	FM
conchyliorum	NA
concidisti	FM
conciliis	NA
concilioe	NA
concilium	NA
conciliume	NA
conciliô	NA
conciperetur	FM
concipiet	FM
conclusisti	FM
concordia	NA
concordiae	NA
concordieren	VVINF
concubinae	NA
concubinis	NA
concucientis	FM
concupiscentiis	NA
concupiscibilitas	FM
concutere	FM
condensa	FM
condewiere	NA
condewieren	VVFIN
condewiern	NA
condewierten	VVFIN
condimende	NA
condimendes	NA
condiment	NA
condimentlîn	NA
conditus	FM
conferant	VVFIN
conferenda	ADJA
confessio	FM
confessione	NA
confessoris	NA;FM
configitur	FM
configunt	VVFIN
confirmare	FM
confirmat	VVFIN
confirmiere	VVFIN
confirmieren	VVFIN
confitebitur	FM
confitebor	FM
confitemini	FM
confiteor	VVFIN
confluentia	NA
confortatus	FM
confortetur	FM
confringentis	FM
confringet	FM
confundar	FM
confusum	ADJD
congaudere	FM
conglorificatur	VVFIN
congregabuntur	VVFIN
congregatam	FM
congregatione	NA
congregationis	FM
congrua	ADJA
coniugatis	ADJA
coniugis	FM
coniunctionem	NA
conmendat	FM
conpungar	FM
consanguenei	FM
conscia	NA
consciae	ADJA
conscientia	NA;FM
conscientiae	NA;FM
conscientiam	NA
conscientias	NA
conscientien	NA
conscientîe	NA
conscientîen	NA
consensus	NA
consensû	NA
consentiebam	VVFIN
consentire	FM
consequentur	VVFIN
conservator	NA
conservatore	NA
consessum	NA
considerare	FM
consiliati	FM
consilii	NA
consilio	NA
consilium	NA
consiliô	NA
consimilari	FM
consistunt	VVFIN
consolationem	NA
consolatus	FM
consolidam	ADJA
consorcium	FM
consortes	ADJA
conspectu	FM
conspuetur	FM
constantes	FM
constantia	NA
constantiae	NA
constat	VVFIN
constituam	FM
constituti	FM
constitutio	FM
constituunt	FM
constringe	FM
consubstantialem	ADJD
consuetudine	NA
consuetudo	NA
consul	NA
consule	NA
consummabuntur	FM
consummatam	FM
consummati	FM
consummatio	NA
consummationem	NA
contemplatio	NA
contemplatione	NA
contemplationem	NA
contemplationi	NA
contemplationis	NA;FM
contemptorem	NA
contenti	ADJA
continentes	ADJA
continentia	NA
continentiam	NA
continentibus	ADJA
continentur	VVFIN
contra	APPR
contradicit	FM
contradictione	FM
contradictionem	NA
contraria	ADJA
contrarie	FM
contriti	ADJA
conturbata	FM
conturbatione	FM
conturbatus	FM
conturbavit	VVFIN
contÉmplieren	VVINF
contÉmpliernte	VVPS
contÉmplâcie	NA
contÉmplâcien	NA
contÉmplâcîen	NA
conualles	NA
conuersus	FM
conuertatur	FM
conuescens	FM
convallium	NA
convende	NA
convendes	NA
convenirent	FM
conveniunt	VVFIN
convent	NA
convente	NA
conventes	NA
conventicula	NA
conventiculis	NA
conversa	FM
conversantur	VVFIN
conversatio	NA
conversationem	NA
conversationis	NA
conversi	FM
conversio	FM
conversione	NA
conversus	NA;FM
convertatur	FM
convertimini	VVFIN;FM
convertisti	FM
convescens	FM
convÉrse	NA
copia	NA;FM
cor	NA;FM
coram	FM
corcodrillo	NA
corcodrillus	NA
corda	NA
corde	NA;FM
cordibus	NA;FM
cordis	FM
corona	NA
coronae	FM
coronam	NA
coronandi	ADJA
coronas	NA
coronatus	FM
coronê	NA
corporale	NA;FM
corporalem	ADJA
corporalia	FM
corporalibus	FM
corporalis	ADJA
corpore	NA;FM
corporis	NA
corporum	NA
corporâl	NA
corpus	NA;FM
corrigam	VVFIN
corripuit	VVFIN
corrumpere	FM
corrupta	FM
corruptio	NA
corruptionem	FM
cortice	NA
coruscatione	NA
cotidianum	FM
covertiure	NA
cras	AVD
crater	NA
creata	FM
creatorem	NA
creatrix	ADJD
creatura	NA
creaturam	NA
creaturarum	NA
credentem	FM
credentium	FM
credere	FM
crediderit	VVFIN
credidi	FM
credit	FM
credo	VVFIN;FM
credunt	FM
crepuit	FM
crescite	VVIMP
criminum	NA
crisolitus	NA
crisophîrus	NA
crisoprassus	NA
croco	NA
crocus	NA
cronica	NA
crucem	NA
crucifige	VVIMP;FM
crucifixus	FM
crucis	NA;FM
crudelitate	NA
cruorem	NA
crura	NA
crysoprasus	NA
crâs	AVD
crêatiure	NA
crêatiuren	NA
crêâtiure	NA
crêâtiuren	NA
crêâtiurlich	ADJD
crûzifix	NA
cui	FM
cuius	DIA;FM
cultura	NA
culturam	NA
cum	FM;KOUS;APPR
cumini	NA
cuminum	NA
cuneos	NA
curas	NA
currendam	ADJA
cursum	NA
cus	NA
custodem	NA
custodire	FM
custodiunt	VVFIN
custos	NA
cwin	NA
cyclops	NA;FM
cycomorus	FM
cyreneus	ADJA
cytrinus	NE
câritâte	FM
cônservâtor	NA
cônservâtore	NA
cônservâtores	NA
d[â]	AVD
da	PAVD;FM;AVD
dabit	VVFIN;FM
dabo	FM
dach	NA
dache	NA
dachen	NA
dachete	VVFIN
dachziegel	NA
daemones	NA
daemonio	FM
daemonium	FM
daemonum	NA
dage	NA
dagen	VVINF
dagest	VVFIN
dagete	VVFIN
dageten	VVFIN
dahe	NA
dahes	NA
dahs	NA
dahses	NA
dahte	VVFIN
dahten	VVFIN
dahtent	VVFIN
dakte	VVFIN
damnandis	ADJA
damnende	NA
damnete	VVFIN
dampf	NA
dampfeden	NA
danc	NA;VVIMP
dancbære	ADJD
dancbærede	NA
dancbæreheit	NA
dancbærheit	NA
dancbærkeit	NA
dancbærkeite	NA
dancnæme	ADJD
dancnæmer	ADJD
dancnæmez	ADJA
dancnæmiglîche	AVD
dancwillen	AVD
dandam	ADJA
dande	AVD
dane	AVD
danet	VVFIN
danke	NA;VVIMP;VVFIN
danken	VVINF;NA;VVFIN
dankenne	NA
dankent	VVFIN
dankes	NA;AVD
dankest	VVFIN
danket	VVIMP;VVFIN
dankete	VVFIN
danketen	VVFIN
danketest	VVFIN
dankte	VVFIN
danne	KOUS;PAVD;AVD;AVD-KO*;KOKOM
danne daz	KO*
dannen	PAVD;PAVAP;AVD;KOKOM
dannene	AVD
dannenscheiden	NA
dannenvart	NA
dannenverte	NA
dannewart	AVD
dannoch	AVD
dans	VVFIN
dansunge	NA
dant	VVFIN
dantes	FM
dar	PAVD;KO*;AVD;AVD-KO*
darbe	VVFIN
darben	NA;VVFIN;VVINF
darbent	VVFIN
darbente	ADJA
darbenten	ADJA
darbet	VVFIN
darbete	VVFIN
dare	PAVD;PAVAP;KO*;AVD;FM
darf	VMFIN
darft	VMFIN
darm	NA
darme	NA
darmen	NA
darwert	AVD
data	FM
datae	FM
datur	FM
datus	FM
daz	DDART;KOUS;AVD;DDS;DRELS;KO*;--;KON;DIA;$_
dazz	DDART;KOUS;DDS;DRELS
dazz+	DRELS
dazze	KOUS
de	PTK;APPR;FM
dealbabor	FM
dealbari	FM
dealbati	FM
dealbatio	NA
dealbatione	NA
dealbationem	NA
dealbatos	FM
debaz	AVD
debellatum	FM
debita	FM
debitoribus	FM
decein	DIA
deceine	DIA
deceinen	DIA
deceiner	DIA
deceines	DIA
deceinez	DIA
decem	CARDA
december	NA
decembere	NA
deceptionis	NA
decet	VVFIN
dechanen	NA
dechein	DIA;DIN;DIS
decheine	DID;DIA;DIN;DIS
decheinem	DIN;DIA;DIS
decheineme	DIA
decheinen	DID;DIN;DIA;DIS
decheiner	DIA;DIS
decheinere	DIA
decheines	DIA;DIN;DIS
decheinez	DIS;DIA
decheiniu	DIS;DIA
dechenen	NA
decima	CARDA
decke	NA;VVIMP;VVFIN
deckelachen	NA
decken	NA;VVINF
deckende	NA
deckenne	NA
deckent	VVFIN
deckes	VVFIN
deckesal	NA
deckesale	NA
decket	VVFIN
deckete	VVFIN
deckunge	NA
deckær	NA
declinauerunt	FM
decorata	FM
decore	NA
decorem	NA
decori	FM
decus	NA
dedi	FM
dedicare	FM
dedisti	VVFIN
dedit	VVFIN;FM
deducantur	FM
defecit	FM
defensor	NA
defensores	NA
definire	FM
definitio	FM
definitionem	FM
definitur	FM
definiuntur	FM
defixi	FM
defuncti	FM
defunctorum	FM
degen	NA
degene	NA
degenen	NA
degenes	NA
degenheit	NA
degenheite	NA
degenkinden	NA
degenkint	NA
degenliche	AVD
degenlîche	ADJA;AVD
degenlîchem	ADJA
degenlîchen	ADJA
degentlîchen	ADJA;AVD
degete	VVFIN
degluttiri	FM
dehein	DIA
deheine	DIA
deheiner	DIA
deheinez	DIA
deheinigeme	DIS
dehene	NA
dehenen	NA
dehsen	NA
dehsenmiste	NA
dehtem	NA
dei	DDART;FM;NA;DDS;DRELS
deisch	NA
deisme	NA
deitatem	NA
dekein	DIA
dekollan	--
deleantur	FM
delectabitur	FM
delectantur	VVFIN
delectasti	FM
delectatio	NA
delectatione	NA
delectentur	FM
deliciae	NA
delicias	NA
deliciis	NA
delictum	FM
dem	DDART;DIA;DDS;DRELS
deme	DDART;DDS;DRELS
demolitur	FM
demorabitur	FM
dempfen	VVINF
dempfent	VVFIN
den	DDART;KOUS;AVD;DDS;DRELS
den worten	KO*
denario	NA
denarios	NA;FM
denarius	NA
denclîche	AVD
dene	DDART;VVIMP
denen	VVFIN;VVINF
denent	VVFIN
denente	ADJA
denet	VVFIN
denete	VVFIN
deneten	VVFIN
denke	VVIMP;VVFIN
denken	VVINF;NA;VVFIN
denkene	NA
denkenne	NA
denkent	VVIMP;VVFIN
denkente	VVPS;ADJA
denkes	VVFIN
denket	VVIMP;VVFIN
denkunge	NA
denkungen	NA
denne	KOUS;AVD;AVD-KO*;KOKOM
denne daz	KO*
dennoch	AVD
densære	NA
dentes	NA
dentium	FM
deo	NA;FM
deorsum	FM;AVD
deorum	NA
deportaverunt	FM
depositio	FM
depositorum	FM
deprecabor	FM
deprecationis	FM
der	DDART;PAVD;AVD;DDS;DRELS
derbe	VVFIN
derbem	ADJA
derben	ADJA;VVINF
derbet	VVFIN
derbez	ADJA
dere	DDART;DDS;DRELS
derelicta	FM
derelinquat	FM
derliuhtet	VVFIN
derme	NA
derp	ADJD
derre	VVIMP
derren	VVINF
derres	VVFIN
derrest	VVFIN
derret	VVFIN
des	DDART;PPER;AVD;DDS;DRELS;--;KON;DIA;$_
descendentibus	FM
descendit	VVFIN
descendo	FM
describeretur	FM
desdie	AVD
desere	DDA
deserta	FM
deserto	NA
desertum	NA;FM
desiderabilis	ADJA
desiderant	VVFIN
desiderat	FM
desiderii	NA
desideriis	NA
desiderio	NA
desiderium	NA
desidiosis	ADJA
designantur	VVFIN
despecta	FM
despectu	NA
despiciunt	VVFIN
despondi	VVFIN
desponsata	FM
desponsavi	VVFIN
deste	AVD
dester	AVD
destrue	FM
desudantes	FM
det	FM
determinatio	FM
detestabar	VVFIN
deum	NA;FM
deus	NA;FM
deuse	NA
devisti	FM
devoret	FM
devotione	NA
deweder	KO*;DIA;DIS
dewedere	DIA
dewederer	DIA
dewederez	DIA
dewederhalbe	AVD
dewederiu	DIS
dewederm	DIS
dewederme	DIS
deweders	DIS
dewederthalp	AVD
dewederz	DIS;DIA
dextera	NA;FM
dexteram	NA;FM
dextram	NA
dextris	ADJA
dez	DDS
deî	NA;FM
deô	NA;FM
di	DDART;PPER;DDS;DRELS
di weil	KOUS
di wîl	KOUS
di wîle	KOUS
di wîle daz	KOUS
diaboli	NA
diabolica	ADJA
diabolo	NA;FM
diabolum	NA
diabolus	NA;FM
diaconi	FM
dialecticâ	NA
dic	FM
dicamus	VVFIN;FM
dicat	FM
dicatur	FM
dicens	FM
dicent	FM
dicentes	FM
dicere	FM
diceres	FM
dich	PRF;PPER
dicit	VVFIN;FM
dicitur	FM
dicke	ADJA;AVD;NA;ADJD
dicken	ADJN;ADJA;NA;ADJD
dicker	ADJA;AVD;ADJD
dickere	AVD
dickest	AVD
dickez	ADJA
dico	VVFIN;FM
dicoet	FM
dictamine	NA
dicti	FM
dictus	FM
dicuntur	FM
didragma	NA
die	DDART;FM;NA;DDS;DRELS
die wîl	KOUS
die wîl daz	KOUS
die wîl unde	KO*
die wîle	KOUS
die wîle daz	KOUS
die wîle unde	KO*
die wîledaz	KOUS
diebe	NA
dieben	NA
diebes	NA
diebus	NA;FM
diech	NA
diehe	NA
diei	FM
diem	NA;FM
diemuot	NA
diemuote	NA
diemuoten	NA
diemuotigen	NA
diemuotlîche	ADJA;AVD
diemuotlîchen	AVD
diemuotlîcher	ADJA
diemuotte	VVFIN
diemüete	VVIMP;ADJA;NA;ADJD;VVFIN
diemüeteme	ADJA
diemüeten	ADJA;VVINF;NA;ADJD;VVFIN
diemüetent	VVFIN
diemüetente	VVPS
diemüeter	ADJD;ADJA
diemüetes	ADJA;VVFIN
diemüetest	VVFIN
diemüetet	VVFIN
diemüetete	VVFIN
diemüetez	ADJA
diemüetic	ADJD;ADJA
diemüeticheit	NA
diemüeticheite	NA
diemüeticlîche	ADJA;AVD
diemüeticlîchen	AVD
diemüeticlîcher	ADJD;ADJA
diemüetige	VVIMP;ADJA;ADJD;VVFIN
diemüetigem	ADJA
diemüetigen	ADJA;VVINF
diemüetigenter	ADJA
diemüetiger	ADJN;ADJD;ADJA
diemüetiges	ADJA;ADJN;VVFIN
diemüetigesten	ADJA
diemüetiget	VVFIN
diemüetigete	VVFIN
diemüetigez	ADJN;ADJA
diemüetigheit	NA
diemüetigiu	ADJA
diemüetigkeit	NA
diemüetiglich	ADJD
diemüetîn	NA
dien	DDART
diene	VVIMP;VVFIN
dienen	VVINF;NA;VVFIN
dienende	NA
dienene	NA
dienenne	NA
dienent	VVFIN
dienente	VVPS
dienenten	ADJN
dienenter	ADJA
dieneren	NA
dienes	VVFIN
dienest	NA;VVFIN
dienestage	NA
dienestages	NA
dienestbær	ADJD
dieneste	NA
dienesten	NA
dienestes	NA
dienesthaft	ADJD
dienesthaftem	ADJA
dienesthaften	ADJA
dienesthafter	ADJD
dienesthaftic	ADJD;ADJA
dienestherren	NA
dienestkneht	NA
dienestlich	ADJD;ADJA
dienestliute	NA
dienestliuten	NA
dienestlîche	ADJA;AVD
dienestlîchem	ADJA
dienestlîchen	ADJA;AVD
dienestlîcher	ADJA
dienestman	NA
dienestmanne	NA
dienestmannen	NA
dienestmannes	NA
dienestmegeden	NA
dienestrehte	NA
dienesttages	NA
dienestvrouwen	NA
dienestwille	NA
dienestwîp	NA
dienestzît	NA
dienestâs	NA
dienet	VVIMP;VVFIN
dienete	VVFIN
dieneten	VVFIN
dienetest	VVFIN
dienstac	NA
dienstage	NA
diente	VVFIN
dienten	VVFIN
dienær	NA
dienære	NA
dienæren	NA
dienærinne	NA
dienærn	NA
diep	NA
diepheit	NA
diepkamere	NA
dieplîche	AVD
dieplîchen	AVD
dieplîcher	ADJA
diepslüzzel	NA
dierne	NA
diernen	NA
diernkinde	NA
dierum	NA
dies	NA;FM
diet	NA
dietdegen	NA
dietdegene	NA
diete	NA
dieten	NA
dietes	NA
dietmehtiger	--
dietvaste	NA
dietvasten	NA
dietzagen	NA
dietêwige	--
diewîl	KOUS
diezen	VVFIN;VVINF
diezenne	NA
diezent	VVFIN
diezunc	NA
die≈wîle	KOUS
die≈wîle≈daz	KOUS
differentie	FM
differt	VVFIN
diffusa	FM
dige	NA;VVFIN
digelîche	AVD
digelîchen	ADJA
